review_id,review_text,sentiment_label,sentiment_score,identified_theme(s)
1,20 years,POSITIVE,0.991589367389679,['General']
2,A great app. It's like carrying a bank in your pocket.,POSITIVE,0.9992928504943848,['User Interface/Experience (UI/UX)']
3,More than garrantty bank EBC.,POSITIVE,0.9971959590911864,['General']
4,really am happy to this app it is Siple to use everything,POSITIVE,0.9988697171211244,['User Interface/Experience (UI/UX)']
5,I liked this app. But the User interface is very basic and not attractive at all.,NEGATIVE,0.9996840953826904,['User Interface/Experience (UI/UX)']
6,"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",NEGATIVE,0.9964652061462402,"['Transaction Issues', 'Customer Support/Service']"
7,what is this app problem???,NEGATIVE,0.9996225833892822,['User Interface/Experience (UI/UX)']
8,the app is proactive and a good connections.,POSITIVE,0.9998679161071776,['User Interface/Experience (UI/UX)']
9,I cannot send to cbebirr app. through this app.,NEGATIVE,0.9953354001045228,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
10,good,POSITIVE,0.999816119670868,['General']
11,not functional,NEGATIVE,0.999778687953949,['General']
12,"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",NEGATIVE,0.9905162453651428,['User Interface/Experience (UI/UX)']
13,አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,NEGATIVE,0.9616847634315492,['General']
14,best,POSITIVE,0.9997941851615906,['General']
15,bezabih,POSITIVE,0.9654072523117064,['General']
16,Best Mobile Banking app ever,POSITIVE,0.9997294545173644,['User Interface/Experience (UI/UX)']
17,good,POSITIVE,0.999816119670868,['General']
18,it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,NEGATIVE,0.998119294643402,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
19,good,POSITIVE,0.999816119670868,['General']
20,Good,POSITIVE,0.999816119670868,['General']
21,👌👍,NEGATIVE,0.6970565915107727,['General']
22,very niec,POSITIVE,0.5192620754241943,['General']
23,best app of finance,POSITIVE,0.9996503591537476,['User Interface/Experience (UI/UX)']
24,yetemeta,POSITIVE,0.6553664803504944,['General']
25,Engida Kebede Fetera,NEGATIVE,0.8396738767623901,['General']
26,good,POSITIVE,0.999816119670868,['General']
27,it is not safety,NEGATIVE,0.9997867941856384,['General']
28,NICE bank,POSITIVE,0.999805510044098,['General']
29,it is like a childish app make it better the worst I have ever seen,NEGATIVE,0.9997958540916444,['User Interface/Experience (UI/UX)']
30,"It's a problem solver application, go ahead CBE, I love so much.",POSITIVE,0.9997678399086,['User Interface/Experience (UI/UX)']
31,It's good but try to make it facilitate for your client,POSITIVE,0.949176788330078,['General']
32,best app,POSITIVE,0.999686598777771,['User Interface/Experience (UI/UX)']
33,Awesome bank,POSITIVE,0.99984610080719,['General']
34,this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,NEGATIVE,0.9983141422271729,"['Account Access/Login Issues', 'Transaction Issues', 'User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
35,Masha alla,NEGATIVE,0.9514626860618592,['General']
36,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",NEGATIVE,0.9991102814674376,"['Account Access/Login Issues', 'Transaction Issues']"
37,better service,POSITIVE,0.9982219338417052,['General']
38,"it,s good app and time manager 👍",POSITIVE,0.999837040901184,['User Interface/Experience (UI/UX)']
39,malkaamuu Jiidhaa Namoo,NEGATIVE,0.9887813329696656,['General']
40,lower system everything,NEGATIVE,0.9993475079536438,['General']
41,Nice!,POSITIVE,0.999863862991333,['General']
42,Keep it up My CBE,POSITIVE,0.9996104836463928,['General']
43,yes good,POSITIVE,0.9998410940170288,['General']
44,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",NEGATIVE,0.9996353387832642,"['Account Access/Login Issues', 'Transaction Issues', 'User Interface/Experience (UI/UX)']"
45,i like everything of this app,POSITIVE,0.9996908903121948,['User Interface/Experience (UI/UX)']
46,good,POSITIVE,0.999816119670868,['General']
47,🤬🤬🤬🤬 network 🛜,NEGATIVE,0.685613214969635,['General']
48,Best,POSITIVE,0.9997941851615906,['General']
49,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,POSITIVE,0.9982792139053344,['User Interface/Experience (UI/UX)']
50,nice,POSITIVE,0.9998552799224854,['General']
51,good job,POSITIVE,0.999835729598999,['General']
52,Good,POSITIVE,0.999816119670868,['General']
53,it's awesome!!,POSITIVE,0.999871015548706,['General']
54,best,POSITIVE,0.9997941851615906,['General']
55,thankyou every one,POSITIVE,0.99984610080719,['General']
56,best app,POSITIVE,0.999686598777771,['User Interface/Experience (UI/UX)']
57,Ronaldo 🇵🇹 🥇,POSITIVE,0.9948286414146424,['General']
58,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",POSITIVE,0.9998852014541626,"['User Interface/Experience (UI/UX)', 'Customer Support/Service']"
59,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",NEGATIVE,0.9997394680976868,"['Account Access/Login Issues', 'Transaction Issues', 'User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
60,mortuary app,NEGATIVE,0.7924914956092834,['User Interface/Experience (UI/UX)']
61,it is smart app but it has stoped after some period of time on my device with out any reason .,NEGATIVE,0.9961044788360596,['User Interface/Experience (UI/UX)']
62,amazing app I am used this app for one year,POSITIVE,0.9991408586502076,['User Interface/Experience (UI/UX)']
63,👍,NEGATIVE,0.6970565915107727,['General']
64,good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
65,i love it 😍😘,POSITIVE,0.9998791217803956,['General']
66,It makes life easy!👌,POSITIVE,0.9993600249290466,['General']
67,its not fast,NEGATIVE,0.9949808716773988,['General']
68,wow,POSITIVE,0.999592125415802,['General']
69,it is sooo good,POSITIVE,0.9998735189437866,['General']
70,excellent,POSITIVE,0.9998434782028198,['General']
71,ok,POSITIVE,0.9997851252555848,['General']
72,Fantastic,POSITIVE,0.9998743534088136,['General']
73,accessible to using,POSITIVE,0.999116837978363,['Account Access/Login Issues']
74,I like it,POSITIVE,0.99985933303833,['General']
75,good,POSITIVE,0.999816119670868,['General']
76,why you change default network?,NEGATIVE,0.9962357878684998,['General']
77,very nice 👍,POSITIVE,0.999857783317566,['General']
78,good,POSITIVE,0.999816119670868,['General']
79,nice fast app,POSITIVE,0.999833345413208,['User Interface/Experience (UI/UX)']
80,good,POSITIVE,0.999816119670868,['General']
81,best,POSITIVE,0.9997941851615906,['General']
82,how to I get my money,NEGATIVE,0.9934091567993164,['Transaction Issues']
83,"Very bad, can't even load they need to improve their services.",NEGATIVE,0.999816596508026,['General']
84,"Very good app, but please make it reliable . it crashes sometimes .",POSITIVE,0.9649853706359864,['User Interface/Experience (UI/UX)']
85,very busy I don't know why... I prefer 889,NEGATIVE,0.9991938471794128,['General']
86,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",NEGATIVE,0.9966771602630616,['General']
87,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,NEGATIVE,0.9986202716827391,['User Interface/Experience (UI/UX)']
88,hojii bonsaadha,POSITIVE,0.9568661451339722,['General']
89,ok,POSITIVE,0.9997851252555848,['General']
90,ok,POSITIVE,0.9997851252555848,['General']
91,user-friendly apps.because this app is easy.,POSITIVE,0.955450713634491,['User Interface/Experience (UI/UX)']
92,Awosome!!!,POSITIVE,0.6944916844367981,['General']
93,"Very good app,",POSITIVE,0.9998691082000732,['User Interface/Experience (UI/UX)']
94,sync problem may 22 2025 but the date stack on may 8 2025 help pls,NEGATIVE,0.992516815662384,['Customer Support/Service']
95,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,POSITIVE,0.9997020363807678,['User Interface/Experience (UI/UX)']
96,I hate this app 😒,NEGATIVE,0.9996378421783448,['User Interface/Experience (UI/UX)']
97,trustful,POSITIVE,0.9998213648796082,['General']
98,I like,POSITIVE,0.9998149275779724,['General']
99,update issue,POSITIVE,0.5473260283470154,['User Interface/Experience (UI/UX)']
100,its not working over safari network,NEGATIVE,0.9991377592086792,['General']
101,oldie,NEGATIVE,0.6663177013397217,['General']
102,it doesn't work,NEGATIVE,0.9997813105583192,['General']
103,best,POSITIVE,0.9997941851615906,['General']
104,"This app is good, and we are using it well",POSITIVE,0.999855637550354,['User Interface/Experience (UI/UX)']
105,ok,POSITIVE,0.9997851252555848,['General']
106,best app,POSITIVE,0.999686598777771,['User Interface/Experience (UI/UX)']
107,best,POSITIVE,0.9997941851615906,['General']
108,very nice 👌 app for android phone,POSITIVE,0.9994401335716248,['User Interface/Experience (UI/UX)']
109,good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
110,Yes Yes,POSITIVE,0.9997482895851136,['General']
111,በጣም ከርፋፋ,NEGATIVE,0.7850590348243713,['General']
112,easy to use helpful in my life,POSITIVE,0.9981144666671752,['Customer Support/Service']
113,good 👍,POSITIVE,0.9998576641082764,['General']
114,the best mobile banking app,POSITIVE,0.9998278617858888,['User Interface/Experience (UI/UX)']
115,"this app is very useful app,it saves time,and it is secure",POSITIVE,0.9992597699165344,['User Interface/Experience (UI/UX)']
116,ok,POSITIVE,0.9997851252555848,['General']
117,it's a good application 👍,POSITIVE,0.9998123049736024,['User Interface/Experience (UI/UX)']
118,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,NEGATIVE,0.9997513890266418,"['Transaction Issues', 'Features/Functionality Requests']"
119,poor service,NEGATIVE,0.999653458595276,['General']
120,amazing,POSITIVE,0.999875545501709,['General']
121,it is reliable and easy to use.,POSITIVE,0.9998389482498168,['General']
122,the most annoying mobile banking app I've ever seen,NEGATIVE,0.9994208812713624,['User Interface/Experience (UI/UX)']
123,Cbe mobile banking,POSITIVE,0.8304281234741211,['General']
124,"i can't make Screenshout in this app, please made modification",NEGATIVE,0.9966920614242554,['User Interface/Experience (UI/UX)']
125,Best app I loved it,POSITIVE,0.999849796295166,['User Interface/Experience (UI/UX)']
126,nice app,POSITIVE,0.9998061060905457,['User Interface/Experience (UI/UX)']
127,wow,POSITIVE,0.999592125415802,['General']
128,Amazing applicatiom sometimes doesnt work!,NEGATIVE,0.6448812484741211,['User Interface/Experience (UI/UX)']
129,well satisfied with this beautiful app,POSITIVE,0.999858856201172,['User Interface/Experience (UI/UX)']
130,very good,POSITIVE,0.9998520612716676,['General']
131,best app.,POSITIVE,0.999774158000946,['User Interface/Experience (UI/UX)']
132,good,POSITIVE,0.999816119670868,['General']
133,"not working,why???",NEGATIVE,0.9995881915092468,['General']
134,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,NEGATIVE,0.9841780066490172,['Features/Functionality Requests']
135,excellent,POSITIVE,0.9998434782028198,['General']
136,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,NEGATIVE,0.9996201992034912,['User Interface/Experience (UI/UX)']
137,woxe harimo ribiso,NEGATIVE,0.9374371767044068,['General']
138,good,POSITIVE,0.999816119670868,['General']
139,"Good ,easy to use",POSITIVE,0.9998592138290404,['General']
140,Good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
141,Good job👍,POSITIVE,0.9998576641082764,['General']
142,good,POSITIVE,0.999816119670868,['General']
143,nice,POSITIVE,0.9998552799224854,['General']
144,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",POSITIVE,0.9939066767692566,"['Account Access/Login Issues', 'User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
145,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,NEGATIVE,0.947411835193634,"['Account Access/Login Issues', 'User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
146,customer service is bad nothing is good about this bank,NEGATIVE,0.9996613264083862,['Customer Support/Service']
147,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,NEGATIVE,0.992915153503418,['User Interface/Experience (UI/UX)']
148,fast and simple easy to use 👌,POSITIVE,0.998494267463684,['General']
149,The fastest transferring app I ever had its so reliable,POSITIVE,0.9844427704811096,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
150,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",NEGATIVE,0.9986681938171388,"['Account Access/Login Issues', 'Transaction Issues']"
151,it's easy and fast,POSITIVE,0.9995684027671814,['General']
152,This app don't have self activation only you have to look near cbe branch that's disgusting,NEGATIVE,0.9960438013076782,['User Interface/Experience (UI/UX)']
153,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,POSITIVE,0.999572217464447,"['Account Access/Login Issues', 'Customer Support/Service']"
154,wow best application ever,POSITIVE,0.9997984766960144,['User Interface/Experience (UI/UX)']
155,good,POSITIVE,0.999816119670868,['General']
156,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",NEGATIVE,0.9997019171714784,['User Interface/Experience (UI/UX)']
157,Best,POSITIVE,0.9997941851615906,['General']
158,the pride of Ethiopian bank 🏦,POSITIVE,0.999118983745575,['General']
159,why the app telling me to turn of developer options please fix it.,NEGATIVE,0.9990994930267334,"['User Interface/Experience (UI/UX)', 'Features/Functionality Requests']"
160,good,POSITIVE,0.999816119670868,['General']
161,ok,POSITIVE,0.9997851252555848,['General']
162,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,POSITIVE,0.9976927042007446,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
163,ok,POSITIVE,0.9997851252555848,['General']
164,good,POSITIVE,0.999816119670868,['General']
165,amazing apps,POSITIVE,0.9998716115951538,['User Interface/Experience (UI/UX)']
166,All service of Mobile Banking,POSITIVE,0.8924251198768616,['General']
167,needs improvement,NEGATIVE,0.9966731071472168,['General']
168,i miss the old one i couldn't send my mony to other bank..,NEGATIVE,0.995843231678009,['Transaction Issues']
169,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,NEGATIVE,0.9984410405158995,"['Transaction Issues', 'User Interface/Experience (UI/UX)']"
170,good,POSITIVE,0.999816119670868,['General']
171,good but these week not oky,NEGATIVE,0.955415666103363,['General']
172,well designed! Fixing bugs & two step verification with biometric... simply it's great!,POSITIVE,0.99980491399765,"['Account Access/Login Issues', 'User Interface/Experience (UI/UX)']"
173,Good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
174,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,NEGATIVE,0.9975224137306212,['General']
175,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",POSITIVE,0.8991119265556335,"['Transaction Issues', 'Features/Functionality Requests']"
176,CBE mobilr bankg,POSITIVE,0.8703056573867798,['General']
177,wow,POSITIVE,0.999592125415802,['General']
178,verygood,POSITIVE,0.9988996982574464,['General']
179,ممتاز جدا,NEGATIVE,0.8031745553016663,['General']
180,it's very low quality application,NEGATIVE,0.9996594190597534,['User Interface/Experience (UI/UX)']
181,Very Amazing Apps,POSITIVE,0.9998774528503418,['User Interface/Experience (UI/UX)']
182,አዛ,NEGATIVE,0.6970565915107727,['General']
183,wow simple life,POSITIVE,0.9997076392173768,['General']
184,it's nice,POSITIVE,0.9998672008514404,['General']
185,Why stacked sometimes,NEGATIVE,0.9941052198410034,['General']
186,good app,POSITIVE,0.9998493194580078,['User Interface/Experience (UI/UX)']
187,nice,POSITIVE,0.9998552799224854,['General']
